CID;child hand;child head;child body;child_gesture type;child vocal;child_speech;AID;adult hand;adult head;adult body;adult_gesture type;adult vocal;adult_speech
C6;;;;;;;A6;HA;;;NR;waiting for turn: no speech;no speech
C6;;;;;;;A6;HA;;;NR;clarification: sentence;sentence
C6;;;;;;;A6;HA;;;D;"indicate: ""mon pull""";word
C6;;HdC;;NR;"reflecting: ""mmm ouais""";word;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;clarification: sentence;sentence
C6;;;;;;;A6;HA;;;D;"indicate: ""ça c'est""";word
C6;;;;;;;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;clarification: sentence;sentence
C6;;HdC;;NR;giving turn: end of sentence;end;A6;;;;;;
C6;;;;;;;A6;HA;;;D;"indicate: ""ça c'est un pull en fait""";word
C6;;;BC;NR;"negation: ""sais pas""";word;A6;;;;;;
C6;;;;;;;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;clarification: sentence;sentence
C6;;;;;;;A6;HA;;;D;indicate: another sentence;other
C6;;;;;;;A6;;HdA;;CO;"negation: ""non""";word
C6;;;;;;;A6;;HdA;;NR;clarification: sentence;sentence
C6;;HdC;;NR;clarification: sentence;sentence;A6;;;;;;
C6;;;;;;;A6;;HdA;;CO;"affirmation: ""si""";word
C6;;;BC;NR;"negation: ""non non""";word;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;giving turn: end of sentence;end
C6;HC;;;D;"indicate: ""t-shirt""";word;A6;;;;;;
C6;;;;;;;A6;;HdA;;CO;"negation: ""non""";word
C6;;;;;;;A6;HA;;;D;indicate: another sentence;other
C6;;;;;;;A6;;HdA;;NR;exclamation: sentence;sentence
C6;;;;;;;A6;HA;;;D;"indicate: ""à moi""";word
C6;;;;;;;A6;;HdA;;NR;giving turn: sentence;sentence
C6;;;;;;;A6;;;;;;
C6;;;;;;;A6;;HdA;;CO;"affirmation: ""ouais""";word
C6;;;;;;;A6;HA;;;I;describe: snother sentence;other
C6;;;;;;;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;clarification: sentence;sentence
C6;;;;;;;A6;HA;;;NR;clarification: end of sentence;end
C6;;;;;;;A6;HA;;;D;"indicate: ""je gagne""";word
C6;;;;;;;A6;HA;;;D;indicate: another sentence;other
C6;;;;;;;A6;;HdA;;NR;intruction: sentence;sentence
C6;;;;;;;A6;;HdA;;NR;givign turn: end of sentence;end
C6;;;;;;;A6;HA;;;NR;keeping turn: sentence;sentence
C6;;;;;;;A6;HA;;;I;"describe: ""pas toujours""";word
C6;;HdC;;NR;clarification: sentence;sentence;A6;;;;;;
C6;;;;;;;A6;HA;;;NR;"exclamation: ""aah""";vocal
C6;;;;;;;A6;;;;;;
C6;;;;;;;A6;;HdA;;NR;"exclamation: ""okay""";word
C6;;;;;;;A6;HA;;;CO;describe: no speech;no speech
C6;HC;;;NR;exclamation: sentence;sentence;A6;;;;;;
C3;;HdC;;CO;affrimation: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;CO;"affirmation: ""oui""+ laughter";word
C3;;;;;;;A3;;HdA;;CO;affirmation: vocalisation;vocal
C3;HC;;;I;"describe: "" comme ça""";word;A3;;;;;;
C3;;HdC;;CO;"negation: ""sais pas""";word;A3;;;;;;
C3;;HdC;;CO;"negation: ""non""";word;A3;;;;;;
C3;;;BC;NR;clarification: sentence;sentence;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;reflecting: sentence;sentence
C3;HC;;;I;"describe: ""comment avec ça""";word;A3;;;;;;
C3;;;;;;;A3;HA;;;I;"describe: ""comme ça""";word
C3;HC;;;I;"describe: "" c'est ça?""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;CO;"negation: ""non""";word
C3;;;;;;;A3;;HdA;;CO;negation: no speech;no speech
C3;;;;;;;A3;;HdA;;D;indicate: another sentence;other
C3;;;;;;;A3;;;;CO;"negation: ""non""";word
C3;;;;;;;A3;;HdA;;;;
C3;;;;;;;A3;;;BA;NR;"negation: ""non""";word
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;HC;;;D;"indicate: ""dedan la voiture""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;reflecting: no speech;no speech
C3;;;;;;;A3;HA;;;NR;reflecting: vocalisation;vocal
C3;HC;;;D;"indicate: ""du soleil""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;CO;"affirmation: ""oui""";word
C3;;;;;;;A3;;HdA;;CO;confirmation: no speech;no speech
C3;;HdC;;CO;affirmation: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;clarificaiton: sentence;sentence
C3;HC;;;CO;counting: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;CO;"negation: ""non""+laughter";word
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;D;"indicate: ""à gauche et à droite""";word
C3;;;;;;;A3;;HdA;;CO;"negation: ""non""";word
C3;;;;;;;A3;;HdA;;NR;reflecting: sentence;sentence
C3;;;;;;;A3;;HdA;;CO;"affirmation: ""ouais""";word
C3;;HdC;;NR;reflecting: vocalisation;vocal;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;waiting for turn: no speech;no speech
C3;;HdC;;CO;"negation: ""sais pas""";word;A3;;;;;;
C3;;;;;;;A3;;;BA;NR;exclamation: sentence + laughter;sentence
C3;HC;;;I;describe: no speech;no speech;A3;;;;;;
C3;;HdC;;CO;negation: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;CO;negation: another sentence;other
C3;;;;;;;A3;;HdA;;NR;giving turn: end of sentence;end
C3;;HdC;;CO;"affirmation: ""oui""";word;A3;;;;;;
C3;HC;;;D;indicate: another sentence;other;A3;;;;;;
C3;;;;;;;A3;;;BA;NR;"exclamation: ""bah oui""";word
C3;;;;;;;A3;;HdA;;NR;waiting for turn: no speech;no speech
C3;HC;;;D;"indicate: ""sur la terre""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;giving turn: end of sentence;end
C3;;;;;;;A3;;HdA;;NR;giving turn: end of sentence;end
C3;;HdC;;CO;affirmation: vocalisation;vocal;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;giving turn: end of sentence;end
C3;;HdC;;CO;affirmation: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;D;indicate: another sentence;other
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;NR;clarification: end of sentence;end
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;NR;waiting for turn: no speech;no speech
C3;HC;;;I;"describe: ""maison""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;waiting for turn: no speech;no speech
C3;HC;;;D;"indicate: ""comme toi là""";word;A3;;;;;;
C3;;HdC;;CO;"negation: ""non""";word;A3;;;;;;
C3;;;;;;;A3;HA;;;NR;clarification: sentence;sentence
C3;;;;;;;A3;;HdA;;NR;clarification: vocalisation;vocal
C3;;HdC;;CO;negation: no speech;no speech;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;exclamation: non speech;no speech
C3;;;;;;;A3;;HdA;;NR;giving turn: end of sentence;end
C3;;HdC;;CO;"affirmation: ""oui""";word;A3;;;;;;
C3;;;;;;;A3;;HdA;;NR;reflecting: no speech;no speech
C3;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;HA;;;NR;exclamation: no speech;no speech
C4;;;;;;;A3;;HdA;;NR;clarification: sentence;sentence
C3;;;;;;;A3;HA;;;NR;instruction: sentence;sentence
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech+laughter;
C10;;;;;;;A10;HA;;;I;"describe: ""cette pièce""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;describe: 's'allume';
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification sentence;
C10;;;;;;;A10;HA;;;D;"indicate: ""le tableau""";
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentrence;
C10;HC;;;NR;giving turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""aaaah oui""";
C10;HC;;;I;"describe: ""connait""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""parlé""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;HC;;;D;reflecting: no speech;no speech;A10;;;;;;
C10;HC;;;NR;keep turn: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;"reflecting: ""mis""";
C10;;;;;;;A10;;HdA;;CO;affirmation: another sentence;
C10;;;;;;;A10;HA;;;D;"indicate: ""saga""";
C10;HC;;;I;"describe: ""un ...""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"afirmation: ""oui""";
C10;;HdC;;NR;give turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;HdC;;NR;give turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;HdC;;NR;give turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;HC;;;I;"describe: ""rencontre""";word;A10;;;;;;
C10;HC;;;I;"describe: ""c'est un""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;I;"describe: ""tout le...""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;HC;;;I;"describe: ""c'est un..""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""ça est un...""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;HC;;;D;"indicate: ""garçon""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;affirmation: another sentence;
C10;;HdC;;NR;giving turn: end of sentnece;end;A10;;;;;;
C10;HC;;;NR;"taking turn: ""ah oui""";word;A10;;;;;;
C10;HC;;;CO;reflecting: sentence;sentence;A10;;;;;;
C10;HC;;;NR;reflecting: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;wait turn: no speech;
C10;HC;;;NR;giving turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;"exclamation: ""ouias""";
C10;;;;;;;A10;HA;;;CO;"describe: ""mystifié""";
C10;;;;;;;A10;;HdA;;CO;affirmation: no speech;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentnece;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;HA;;;I;"describe: ""personnage""";
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;affirmation: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;D;indicate: no speech+laughter;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;D;indicate: no speech;
C10;;;;;;;A10;HA;;;D;"indicate: ""tu""";
C10;HC;;;NR;take turn: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;keep turn: sentence;
C10;;HdC;;CO;"affirmation; ""ah oui""";word;A10;;;;;;
C10;;;;;;;A10;HA;;;D;"indicte: ""moi""";
C10;;;;;;;A10;;HdA;;CO;confirmation: another sentence;
C10;;;;;;;A10;HA;;;D;"indicate: ""à moi""";
C10;;HdC;;CO;"affirmation: ""oui""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"confirmation: ""ah d'acord""";
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;HC;;;I;"describe: ""ici""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;HC;;;I;"describe: ""sert à qqch""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""une utilité""";
C10;;;;;;;A10;HA;;;I;"describe: ""en plus""";
C10;;;;;;;A10;HA;;;I;"describe: ""décor""";
C10;;;;;;;A10;;HdA;;CO;negation: another sentence;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;;;;;;;A10;;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;;;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;HC;;;D;indicate: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""ah non""";
C10;;;;;;;A10;;HdA;;NR;"negation: ""non""";
C10;HC;;;I;"describe: ""en general?""";word;A10;;;;;;
C10;;;;;;;A10;HA;;;D;"indicate: ""ouais""";
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;HdC;;CO;negation: another sentence;other;A10;;;;;;
C10;;;;;;;A10;HA;;;CO;counting: another wentence;
C10;;;;NR;;;A10;HA;;;I;"describe: ""représente qqch""";
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;;HdA;;NR;givinf turn: end of sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""cette pièce""";
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;giving turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;CO;counting: another sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;;BA;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;HC;;;NR;keeping turn: vocalisation;vocal;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;HC;;;D;"indicate: ""derier""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;;BA;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;;BA;NR;clarification: sentence;
C10;;;;;;;A10;;;BA;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;;;
C10;;;;;;;A10;;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;exclamation: sentence;
C10;;;;;;;A10;;HdA;;CO;affirmation: no speech;
C10;;;;;;;A10;;HdA;;CO;negation: no speech;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""comme ça""";
C10;;;;;;;A10;HA;;;CO;"exclamation: ""merci""";
C10;;;;;;;A10;;HdA;;CO;affirmation: no speech;
C10;;;;;;;A10;;HdA;;NR;giving turn: no speech;
C10;HC;;;D;"indicate: ""où est""";word;A10;;;;;;
C10;HC;;;NR;take turn: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarificiation: sentence;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;"affirmation: ""ouais""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;CO;affirmation: no speech;no speech;A10;;;;;;
C10;;HdC;;CO;"negation ""non""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;CO;"affirmation: ""oui""";word;A10;;;;;;
C10;;HdC;;CO;"affirmation: ""oui""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;BC;NR;exclamation: vocalisation;vocal;A10;;;;;;
C10;HC;;;NR;exclamation: vocalisation;vocal;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;D;"indicate: ""l'écran""";
C10;;;;;;;A10;HA;;;D;"indicate: 'l'écran""";
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;HdC;;NR;giving tunr: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;HA;;;D;"indicate: ""le ...""";
C10;HC;;;D;"indicate: 'là""";word;A10;;;;;;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;affirmation: another sentence;
C10;;;;;;;A10;;HdA;;NR;"clarification: ""c'est vrai'";
C10;HC;;;I;describe: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;give turn: sentence;
C10;;HdC;;NR;giving turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;"affirmation: ""oui""";
C10;;;;;;;A10;;;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;;;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;HdC;;NR;reflecting: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;I;"describe: ""represente""";
C10;;;;;;;A10;HA;;;I;"describe: ""plat""";
C10;;;;;;;A10;HA;;;I;"escribe: ""carré""";
C10;;;;;;;A10;;HdA;;NR;reflecting: no speech;
C10;;HdC;;NR;giving turn: end of sentence;end;A10;;;;;;
C10;HC;;;D;indicate: another sentence;other;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""ouais""";
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;"affirmation: ""oui""";word;A10;;;;;;
C10;HC;;;I;"describe: ""fabriqué""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;"reflecting: ""fabriqué""";
C10;;HdC;;NR;give turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;HC;;;D;";indiate: ""manteau""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;;HdA;;NR;exclamaiton: no speech+laughter;
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;;;;;;A10;;HdA;;NR;clarification: speech;
C10;;;;;;;A10;HA;;;I;"describe: ""sur les épaules""";
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;"clarification: ""tout à fait""";
C10;;HdC;;NR;exclamation: sentence;sentence;A10;;;;;;
C10;HC;;;NR;keep turn: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""oui""";
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;;;;;;A10;;HdA;;CO;"negation: ""non""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;describe: no speech;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""ouais""";
C10;;;;;;;A10;HA;;;D;"indicate: ""toi""";
C10;;HdC;;CO;affirmation: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;D;"indicate: ""donc on a..""";
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;;;;;;;A10;HA;;;D;"indicate: ""on peut...""";
C10;;HdC;;CO;affirmation: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;HA;;;D;"indicate: ""c'est moi""";
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""ouais""";
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;;HdC;;NR;reflecting: no speech;no speech;A10;;;;;;
C10;HC;;;I;"describe: ""moyennement""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""ingrédient""";
C10;;;;;;;A10;;HdA;;NR;reflecting: no speech;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;HdC;;CO;negation: another sentence;other;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;give turn: end of sentence;
C10;;HdC;;CO;"negation: ""non""";word;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;clarification: sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""le ravioli""";
C10;;;;;;;A10;HA;;;NR;give turn: end of sentence;
C10;;;;;;;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;give turn: end of sentence;
C10;;;;;;;A10;HA;;;I;"describe: ""referme""";
C10;;;;;;;A10;HA;;;I;"describe: dedan""";
C10;;HdC;;CO;negation: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;exclamation: sentence;
C10;HC;;;I;describe: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
C10;HC;;;I;"describe: ""peut avoir""";word;A10;;;;;;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;HdC;;NR;clarification: sentence;sentence;A10;;;;;;
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;;;;;;
C10;;HdC;;NR;giving turn: end of sentence;end;A10;;;;;;
C10;HC;;;I;"describe: ""de truc""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;exclamation: no speech;
C10;;;;;;;A10;HA;;;D;give turn: end of sentence;
C10;;;;;;;A10;;HdA;;NR;reflecting: sentence;
C10;HC;;;I;"describe: ""c'est grand""";word;A10;;;;;;
C10;;;;;;;A10;;HdA;;NR;reflecting: vocalisation;
C10;;;;;;;A10;;HdA;;NR;confirmation: sentence;
C10;;;;;;;A10;HA;;;NR;give turn: end of sentence;
C10;HC;;;NR;keep turn: no speech;no speech;A10;;;;;;
C10;HC;;;NR;waiting for turn: no speech;no speech;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;negation: vocalistion;
C10;;;;;;;A10;HA;;;NR;exclamation: sentence;
C10;;HdC;;NR;give turn: end of sentnece;end;A10;;;;;;
C10;HC;;;I;"describe: ""une tarte""";word;A10;;;;;;
C10;;;;;;;A10;;;;;;
C10;HC;;;I;"describe: ""il y a""";word;A10;;;;;;
C10;HC;;;I;"describe: ""au debut""";word;A10;;;;;;
C10;;HdC;;NR;give turn: end of sentence;end;A10;;;;;;
C10;;;;;;;A10;;HdA;;CO;"affirmation: ""ouais""";
C10;HC;;;NR;clarification: sentence;sentence;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;give turn: end of sentence;
C10;HC;;;CO;exclamation: vocalisation;vocal;A10;;;;;;
C10;;;;;;;A10;HA;;;NR;exclamation: no speech+laughter;
C10;;;;;;;A10;;HdA;;NR;clarification: sentence;
